Object Designation,Year Range,Potential Impacts,Impact Probability (cumulative),Vinfinity (km/s),H (mag),Estimated Diameter (km),Palermo Scale (cum.),Palermo Scale (max.),Torino Scale (max.),Year_Start,Year_End,Impact Energy (MT),Crater Diameter (m)
(2022 GQ),2112-2122,3,1.1e-07,5.82,30.4,0.003,-9.95,-10.05,0.0,2112,2122,,
(2020 TW),2101-2101,1,4.5e-09,5.26,27.6,0.01,-9.95,-9.95,0.0,2101,2101,,
(2024 BS1),2114-2114,1,1.9e-09,16.26,27.3,0.012,-9.95,-9.95,0.0,2114,2114,,
(2016 GW220),2076-2076,1,5.9e-10,13.32,26.6,0.016,-9.96,-9.96,0.0,2076,2076,,
(2022 QF265),2085-2085,1,3.3e-08,11.46,30.0,0.003,-9.97,-9.97,0.0,2085,2085,,
(2022 UL147),2069-2069,1,3.7e-08,13.34,30.5,0.003,-9.97,-9.97,0.0,2069,2069,,
(2025 BD1),2121-2121,1,4.9e-08,7.01,29.6,0.004,-9.97,-9.97,0.0,2121,2121,,
(2024 XH3),2099-2099,1,4e-09,8.2,27.7,0.01,-9.98,-9.98,0.0,2099,2099,,
(2023 SP6),2113-2113,1,3.2e-09,16.97,28.0,0.009,-10.02,-10.02,0.0,2113,2113,,
(2017 WE30),2038-2100,9,4.8e-08,17.56,31.8,0.001,-10.03,-10.1,0.0,2038,2100,,
(2024 FD1),2107-2123,3,3.1e-08,4.8,29.4,0.004,-10.08,-10.31,0.0,2107,2123,,
(2017 CY32),2090-2110,4,4.4e-09,18.08,28.5,0.007,-10.09,-10.19,0.0,2090,2110,,
(2019 YS),2101-2116,5,2.7e-07,6.26,31.5,0.002,-10.1,-10.47,0.0,2101,2116,,
(2022 BA7),2117-2119,2,1.2e-07,9.27,30.9,0.002,-10.1,-10.25,0.0,2117,2119,,
(2024 ET3),2121-2124,2,8.2e-09,7.88,28.4,0.007,-10.11,-10.29,0.0,2121,2124,,
(2016 JS5),2121-2121,1,4.5e-08,16.71,30.6,0.003,-10.19,-10.19,0.0,2121,2121,,
(2023 LE2),2067-2116,2,3.8e-08,6.44,30.1,0.003,-10.2,-10.36,0.0,2067,2116,,
(2025 RO1),2113-2113,2,5.7e-08,11.82,30.6,0.003,-10.21,-10.4,0.0,2113,2113,,
(2007 VF189),2098-2098,1,3.7e-09,11.51,28.3,0.007,-10.22,-10.22,0.0,2098,2098,,
(2019 TF1),2081-2081,1,1.2e-09,8.84,27.4,0.011,-10.22,-10.22,0.0,2081,2081,,
(2024 UD1),2123-2123,1,1.6e-08,7.73,29.3,0.005,-10.31,-10.31,0.0,2123,2123,,
(2025 JE),2095-2095,1,5.6e-09,5.86,28.6,0.006,-10.32,-10.32,0.0,2095,2095,,
(2019 ES2),2105-2105,1,2.8e-10,5.96,25.8,0.023,-10.33,-10.33,0.0,2105,2105,,
(2025 NH1),2083-2089,2,2.9e-08,14.28,31.0,0.002,-10.4,-10.5,0.0,2083,2089,,
(2023 UB),2097-2097,1,1.2e-08,15.14,30.0,0.003,-10.42,-10.42,0.0,2097,2097,,
(2003 SQ222),2101-2101,1,1.1e-08,15.06,30.0,0.003,-10.44,-10.44,0.0,2101,2101,,
(2025 NN1),2092-2092,1,1.6e-08,9.48,30.2,0.003,-10.51,-10.51,0.0,2092,2092,,
(2022 UY123),2086-2086,1,2.2e-08,8.59,30.5,0.003,-10.52,-10.52,0.0,2086,2086,,
(2023 SN1),2118-2118,1,4.6e-09,16.19,29.3,0.005,-10.53,-10.53,0.0,2118,2118,,
(2016 VH),2115-2115,1,5.6e-10,4.79,26.8,0.015,-10.56,-10.56,0.0,2115,2115,,
(2019 AS5),2094-2121,2,1.8e-07,10.19,32.3,0.001,-10.56,-10.77,0.0,2094,2121,,
(2025 HL1),2122-2122,1,1.5e-09,5.91,27.6,0.01,-10.56,-10.56,0.0,2122,2122,,
(2009 EH1),2068-2068,1,5.9e-10,10.69,27.9,0.009,-10.57,-10.57,0.0,2068,2068,,
(2011 DE5),2115-2115,1,1.9e-10,15.06,26.4,0.017,-10.58,-10.58,0.0,2115,2115,,
(2024 MH1),2104-2104,1,1e-10,6.05,25.5,0.027,-10.61,-10.61,0.0,2104,2104,,
(2012 XL134),2089-2089,1,9e-10,8.66,27.8,0.009,-10.63,-10.63,0.0,2089,2089,,
(2021 XE),2077-2081,2,2.9e-09,2.78,28.8,0.006,-10.63,-10.92,0.0,2077,2081,,
(2025 MB),2076-2098,2,4.7e-09,7.26,29.7,0.004,-10.75,-10.78,0.0,2076,2098,,
(2019 RQ),2045-2045,1,3.1e-09,12.68,30.6,0.003,-10.77,-10.77,0.0,2045,2045,,
(2021 TK11),2073-2073,1,1.1e-09,10.22,28.7,0.006,-10.78,-10.78,0.0,2073,2073,,
(2012 BV1),2057-2057,1,7.4e-09,8.44,31.0,0.002,-10.92,-10.92,0.0,2057,2057,,
(2024 JV6),2105-2105,1,6.5e-10,8.48,28.2,0.008,-11.03,-11.03,0.0,2105,2105,,
(2017 EJ1),2120-2120,1,4e-10,9.5,27.7,0.01,-11.06,-11.06,0.0,2120,2120,,
(2012 AQ),2098-2098,1,1.2e-08,2.71,30.7,0.003,-11.06,-11.06,0.0,2098,2098,,
(2017 RW17),2081-2081,1,1.7e-09,13.79,29.8,0.004,-11.08,-11.08,0.0,2081,2081,,
(2017 UK1),2092-2092,1,1.4e-10,7.57,27.0,0.013,-11.1,-11.1,0.0,2092,2092,,
(2018 YO2),2115-2115,1,5.8e-09,3.76,30.0,0.003,-11.11,-11.11,0.0,2115,2115,,
(2025 CR1),2076-2076,1,3.7e-09,5.65,30.3,0.003,-11.19,-11.19,0.0,2076,2076,,
(2013 UJ5),2092-2092,1,2.5e-10,10.85,28.0,0.009,-11.21,-11.21,0.0,2092,2092,,
(2021 TH15),2069-2069,1,3e-10,12.24,28.9,0.006,-11.32,-11.32,0.0,2069,2069,,
(2021 UH1),2083-2083,1,4.3e-09,5.17,31.6,0.002,-11.81,-11.81,0.0,2083,2083,,
(2012 KT42),2109-2109,1,1.3e-10,15.91,28.8,0.006,-11.82,-11.82,0.0,2109,2109,,
(2022 UU123),2119-2119,1,8e-10,8.65,30.6,0.003,-12.14,-12.14,0.0,2119,2119,,
